,gene,gene_length(kb),0h_no_dox_1,0h_no_dox_11,0h_no_dox_12,0h_no_dox_2,12h_is_dox_5,12h_is_dox_6,12h_no_dox_3,12h_no_dox_4,24h_is_dox_10,24h_is_dox_13,24h_is_dox_14,24h_is_dox_17,24h_is_dox_18,24h_is_dox_19,24h_is_dox_20,24h_is_dox_9,24h_no_dox_15,24h_no_dox_16,24h_no_dox_7,24h_no_dox_8
18346,Lyrm1,2.758,12,16,28,26,76,30,49,17,8,19,24,25,25,10,21,78,20,18,66,20
18347,Dnah3,13.724,2,2,2,1,3,1,1,0,0,1,3,0,0,0,1,2,1,1,1,1
18348,Gm53369,3.414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18349,Gm25217,0.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18350,Ldaf1,1.967,105,112,94,106,342,195,350,163,109,147,146,157,181,122,147,505,165,159,335,126
18351,Zp2,2.489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18352,4930505K13Rik,0.547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18353,Anks4b,2.03,2,4,0,7,11,8,10,9,3,4,0,0,0,0,2,8,1,0,20,9
18354,Crym,1.261,107,169,99,122,143,68,314,114,14,21,61,45,73,44,67,49,187,205,144,94
18355,Abca14,5.884,1,0,1,1,2,1,2,0,0,0,3,1,0,0,0,0,1,0,2,0
18356,Abca15,5.548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18357,Abca16,5.333,2,1,4,6,14,1,11,1,0,0,0,4,3,0,0,3,1,4,5,2
18358,Gm32916,3.453,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
18359,E130201H02Rik,0.851,2,1,0,1,0,5,3,2,5,0,2,1,1,2,2,2,0,0,3,2
18360,Uqcrc2,1.882,3281,3597,2799,3848,8297,4065,10145,4396,2204,3687,2805,3730,3966,2701,2520,10716,3722,3633,8961,3189
18361,Pdzd9,5.75,18,19,15,17,66,21,57,42,24,29,13,32,28,21,28,130,24,25,89,13
18362,Mosmo,5.216,822,557,398,983,2743,1151,2960,1353,690,878,485,1109,1204,664,476,3606,1121,1053,3154,993
18363,Gm57518,0.105,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0
18364,Vwa3a,5.851,7,4,19,4,21,13,11,2,15,27,6,20,18,19,12,52,6,4,36,9
18365,Sdr42e2,2.902,2,0,11,4,1,3,5,0,0,2,2,3,1,1,1,0,2,1,2,0
18366,n-TLtag1,0.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18367,Gm36449,1.307,3,3,1,1,13,0,9,3,0,0,3,2,2,2,1,11,1,2,12,3
18368,Eef2k,7.035,388,499,397,434,516,336,930,509,182,294,310,331,457,280,304,555,759,611,1014,475
18369,Gm15774,2.641,3,1,1,1,9,2,6,1,1,0,2,2,1,1,1,5,7,8,11,0
18370,n-TLaag4,0.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18371,Polr3e,4.629,1820,1992,1867,2204,3984,1952,4882,2234,797,1315,1443,1366,1896,1483,1330,3039,2176,1854,3778,1510
18372,Cdr2,2.55,836,1154,713,1035,2011,801,2256,967,461,1044,800,997,1079,1028,699,1908,897,764,1396,543
18373,Mfsd13b,3.611,0,1,0,2,4,1,7,1,3,3,1,0,3,0,1,10,2,2,9,0
18374,Gm9234,0.746,3,4,3,2,6,0,10,1,2,6,4,3,1,1,1,3,5,2,1,0
18375,Gm25924,0.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18376,Mettl9,2.921,1422,1624,895,1823,4236,2683,4746,2781,1799,3012,1528,2371,2597,1718,1537,6975,1811,1866,5403,2119
18377,Gm27991,0.15,1,1,2,0,4,0,5,1,1,0,1,0,1,0,1,3,1,1,2,0
18378,Igsf6,2.133,10,7,6,8,50,5,38,9,6,6,7,19,10,4,10,74,22,11,61,15
18379,Otoa,5.556,0,0,0,1,3,2,1,1,4,7,1,6,7,1,4,16,2,1,0,2
18380,Gm36736,3.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18381,Hs3st2,12.859,0,0,1,1,4,3,6,2,1,0,8,0,3,1,3,1,4,4,17,12
18382,Gm39081,4.461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18383,4933432K03Rik,0.597,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
18384,1700025J12Rik,0.63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18385,Usp31,10.405,1380,1060,997,1724,3416,1725,3825,1804,827,1053,967,1448,1446,998,737,2979,1700,1337,3375,1266
18386,Scnn1g,3.057,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,1
18387,Gm36848,2.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18388,Scnn1b,2.847,3,1,2,3,2,0,9,2,1,0,0,1,1,1,1,3,0,1,1,0
18389,Cog7,2.947,738,780,856,974,1252,858,1499,957,562,841,587,629,864,722,769,1474,773,720,1485,779
18390,Gga2,4.891,6196,6153,5984,7971,11859,7040,15056,7182,3766,5032,4463,5210,6359,4770,5279,13409,6077,5457,12241,5049
18391,Ears2,7.769,553,565,615,609,1130,604,1476,658,404,595,487,533,657,494,494,1615,619,579,1412,583
18392,Ubfd1,5.259,3488,3651,2884,4663,7925,4479,9747,5292,2677,3457,2619,3503,4025,2541,2386,9872,3749,3558,9181,3612
18393,Ndufab1,2.189,898,2212,1405,1088,2175,1074,2466,1405,514,1807,1141,1162,1373,910,1044,2122,1401,1444,1990,884
18394,Palb2,4.898,615,525,484,663,1681,696,2122,796,408,511,424,573,739,518,394,2078,692,725,1754,505
18395,LOC118567503,0.655,4,5,1,2,25,5,37,3,2,1,4,3,8,7,7,42,10,8,23,7
18396,Dctn5,1.532,622,658,612,731,1664,759,2116,819,481,722,512,685,744,532,524,2290,733,654,1803,569
18397,Gm15489,5.65,20,13,25,24,76,45,88,14,26,30,19,25,37,26,19,145,32,19,92,25
18398,Plk1,2.214,3736,4193,3303,5008,7288,5285,8505,4837,2955,4590,3602,2947,4425,4496,4110,7590,4014,3537,7627,3907
18399,Ern2,3.118,1,3,1,0,3,2,1,1,2,8,0,0,1,0,2,14,1,2,0,0
18400,Chp2,2.667,0,0,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
18401,Gm51496,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18402,Gm29903,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18403,Gm23614,0.107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18404,Gm30059,1.444,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18405,Prkcb,10.009,369,286,411,423,569,276,976,392,81,57,128,147,159,143,157,252,367,271,708,247
18406,Gm51497,2.468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
18407,Cacng3,1.525,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0
18408,Gm29759,0.327,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18409,Gm39082,0.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18410,Gm39083,0.615,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,2,0,0,1,0
18411,4930413G21Rik,1.402,0,1,0,2,3,2,6,2,1,1,0,1,0,1,3,5,1,0,7,1
18412,Rbbp6,10.414,4187,3375,3794,4907,9125,3870,11925,5158,2374,3465,3518,3486,4045,2804,2653,10769,4278,3745,10674,3331
18413,Gm51498,1.552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18414,Tnrc6a,11.179,3131,2580,3302,4110,8853,3634,9789,3849,2191,3086,2628,3448,3594,2624,2163,10419,3274,2884,8793,2749
18415,Gm39084,1.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18416,Slc5a11,2.981,91,131,456,114,56,13,145,37,1,3,14,14,13,4,20,8,48,32,23,8
18417,Arhgap17,3.617,914,974,797,1234,2186,1489,2289,1261,1169,1769,1271,1225,1549,1331,1255,3290,947,906,2149,1014
18418,Lcmt1,2.167,918,1002,856,1055,2090,992,2725,1092,595,1009,714,822,1002,806,702,2846,976,941,2375,866
18419,Aqp8,1.486,81,55,5,287,494,193,361,278,64,35,7,11,10,2,40,478,13,14,298,208
18420,Zkscan2,16.009,24,23,15,44,68,46,74,29,54,41,13,24,33,30,37,318,19,12,123,41
18421,Gm53370,12.349,1,1,1,2,4,2,0,2,1,0,0,0,2,4,2,22,1,0,7,1
18422,Gm53371,0.995,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
18423,Gm30335,1.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18424,Gm23788,0.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18425,Gm26974,5.233,4,1,6,3,9,2,8,1,1,1,1,1,2,1,1,4,2,1,2,1
18426,Hs3st4,10.033,10,7,20,13,89,34,24,10,8,6,6,15,17,6,6,20,4,3,7,2
18427,Gm25759,0.129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18428,4930551E15Rik,48.17,0,0,0,0,13,3,0,2,0,0,0,1,1,0,0,3,1,0,0,0
18429,Gm23168,0.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18430,Gm57516,0.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18431,3100003L05Rik,0.664,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0
18432,Gm30501,3.492,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0
18433,Gm51509,0.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18434,Gm46000,3.226,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18435,4933440M02Rik,1.745,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18436,Gm39085,0.457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18437,4930571K23Rik,2.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18438,Gm30560,0.682,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18439,Gm30717,0.723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18440,Kdm8,3.831,233,243,208,284,552,323,662,305,145,260,196,192,304,269,208,707,261,253,640,245
18441,Nsmce1,5.306,533,768,582,751,1361,706,1540,748,462,724,451,533,606,500,467,1976,498,458,1303,577
18442,Il4ra,5.219,30,34,35,45,93,103,101,45,75,97,68,79,108,101,82,253,58,54,133,80
18443,Il21r,2.858,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18444,Gtf3c1,6.869,3770,3364,3814,4705,7922,5125,9455,4807,3061,3977,3995,3867,4909,3799,3743,8863,4327,3672,8439,3989
18445,Katnip,7.881,222,163,155,304,708,561,833,431,540,620,259,428,640,476,436,1882,287,271,1214,538
18446,Gsg1l,4.638,0,0,0,1,0,0,1,0,2,2,0,0,0,0,0,3,0,0,0,0
18447,Gm51456,1.703,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18448,Xpo6,5.371,3988,3861,3746,4955,7402,4919,9007,5581,2418,3341,3650,3351,4300,3907,3730,6187,5039,4378,7324,3671
18449,1700123J17Rik,1.847,1,0,0,2,0,1,2,0,1,0,3,0,1,0,1,1,0,2,8,0
18450,Sbk1,5.468,3116,3658,2285,4523,3151,3043,6631,4185,1938,2846,1621,1408,2105,2278,1789,4882,2200,1839,4464,2427
18451,Gm30928,1.971,7,4,16,8,7,0,8,3,0,0,1,0,1,0,0,0,3,3,5,0
18452,Gm53206,1.055,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18453,Lat,1.571,34,53,80,110,70,17,116,39,3,11,13,22,31,28,35,48,49,33,53,14
18454,Mir7058,0.075,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18455,Spns1,2.982,2785,3029,3545,3661,4264,2242,6861,2730,1125,1628,1774,969,1812,1970,1951,3871,2244,2056,4513,1850
18456,Nfatc2ip,4.282,702,724,873,810,1177,545,1690,765,262,431,387,571,582,425,354,1130,956,826,1253,455
18457,Cd19,3.299,2,0,2,1,4,0,9,1,1,0,0,1,5,1,2,1,8,4,3,1
18458,Rabep2,2.882,360,353,371,399,715,393,1008,401,182,367,303,225,397,442,362,651,418,393,946,350
18459,Atp2a1,3.44,5,10,11,7,15,10,43,8,10,6,7,14,22,12,26,54,78,53,111,27
18460,Sh2b1,6.226,1755,1583,1435,2072,3089,1779,4640,1966,1179,1453,1407,1197,1955,1832,1676,3915,1914,1810,4228,1647
18461,Gm46001,0.388,0,0,0,1,3,0,4,0,1,0,0,0,1,0,0,7,1,0,3,2
18462,Tufm,1.859,2083,2863,2133,2635,4120,2577,5144,2721,1327,2543,2090,2169,3080,2115,2272,3293,2953,2691,4114,1969
18463,Atxn2l,9.253,5006,4940,5065,6052,10963,5331,12813,5327,2709,4501,5418,4371,6073,5998,5519,9159,6053,5164,10844,4091
18464,4930456A14Rik,0.335,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18465,Eif3c,2.882,13102,12691,12289,16006,31884,15109,38307,16426,7307,10264,10406,11272,13387,10819,10343,32627,13923,12846,32395,11282
18466,Gm24596,0.107,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
18467,Gm25579,0.106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
18468,Cln3,3.884,550,493,539,646,813,472,1402,533,239,356,378,398,471,471,393,1014,667,527,1180,425
18469,Mir7059,0.059,0,1,1,0,0,1,2,0,0,0,0,0,1,4,1,1,2,1,1,0
18470,Apobr,3.722,14,32,37,32,54,24,76,25,17,25,29,25,31,36,35,68,28,19,58,35
18471,Il27,1.19,0,0,0,0,4,3,0,0,0,0,2,1,1,0,5,0,0,0,0,0
18472,Gm39086,0.452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18473,Gm39087,0.385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18474,Nupr1,0.626,13,10,25,15,21,6,6,1,1,2,4,6,4,9,12,2,10,6,1,3
18475,Sgf29,2.185,494,506,573,634,1117,533,1536,584,276,444,399,417,567,489,466,1188,594,538,1134,438
18476,Sult1a1,4.264,10,7,17,21,75,10,91,10,10,11,11,15,22,16,13,107,32,15,83,11
18477,Slx1b,3.692,376,379,400,394,698,309,917,332,188,319,325,313,428,342,313,941,382,310,746,239
18478,Bola2,0.337,686,1172,845,973,1619,909,2083,948,415,942,667,445,868,673,766,1650,673,759,1582,654
18479,Coro1a,2.06,283,350,150,317,595,295,946,306,73,144,190,133,225,272,200,314,276,241,486,205
18480,Mapk3,1.772,3337,3546,2328,3905,6576,3503,9648,3975,2744,4436,2539,3040,3820,4594,3535,9979,3953,3357,7957,3205
18481,Gdpd3,1.068,19,18,16,14,66,14,96,18,11,17,22,20,28,28,20,110,33,18,143,24
18482,Ypel3,1.192,561,610,403,761,1855,1257,1946,983,536,711,690,551,733,530,989,1793,587,552,2312,822
18483,Tbx6,1.715,8,4,11,9,498,542,48,14,255,174,313,252,408,142,647,869,26,16,437,138
18484,Ppp4c,1.62,3419,4675,3182,4257,8915,5786,9321,4492,2928,5299,4045,3611,5454,4173,5038,10900,3571,3476,7714,3348
18485,Aldoa,1.845,1701,980,759,1893,3852,2240,4873,2016,1194,1197,684,240,931,1221,1299,3517,913,932,4417,2029
18486,Gm57854,2.439,57,61,52,63,161,89,256,82,86,94,83,58,122,131,84,276,94,94,240,95
18487,Tlcd3b,3.378,221,279,119,266,435,378,788,418,146,292,149,144,231,486,148,429,339,265,722,361
18488,4930451I11Rik,0.525,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18489,Doc2a,2.777,119,159,159,189,243,140,262,137,26,76,75,47,69,87,66,126,79,46,129,60
18490,Ino80e,2.588,1292,1430,1657,1530,2678,1192,3007,1201,517,844,1183,837,1321,1327,1275,1858,1304,1203,2185,827
18491,Hirip3,2.759,3222,2964,2776,2919,5600,2504,8601,2992,1401,2536,1972,2479,3015,2587,1707,5562,4151,3535,5999,2130
18492,Taok2,9.103,2646,2380,2556,3405,6755,3288,8078,3050,1896,2806,2222,2154,3457,3409,2676,8336,2767,2730,7024,2457
18493,Tmem219,1.669,89,134,79,156,279,125,387,170,77,119,66,75,86,128,90,367,109,94,357,127
18494,Gm23445,0.107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18495,Kctd13,1.654,285,296,233,411,560,318,738,404,160,262,165,154,213,240,264,535,239,240,653,276
18496,Asphd1,1.252,12,13,13,21,44,22,76,23,11,11,4,10,17,16,11,32,18,13,43,18
18497,Sez6l2,5.619,104,101,74,133,240,212,406,181,150,161,128,107,177,230,155,406,171,168,490,218
18498,Cdiptos,1.521,10,6,10,15,41,11,21,13,8,16,9,16,18,16,12,48,15,11,29,13
18499,Cdipt,1.788,1060,1179,920,1347,2460,1303,3350,1347,630,1113,1069,788,1229,1130,1070,2655,1188,1102,2723,1106
18500,Mvp,2.82,311,301,383,479,750,335,597,277,147,119,155,100,178,126,336,658,144,173,365,185
18501,Pagr1a,1.412,832,1119,823,1100,1917,1208,2612,1010,643,1432,933,983,1227,1290,942,2722,1138,903,2336,833
18502,Prrt2,3.279,88,92,108,171,343,89,613,142,64,68,74,98,137,198,102,545,172,145,508,83
18503,Gm53372,0.638,1,0,1,1,2,0,3,0,0,1,1,0,0,1,0,8,1,0,1,0
18504,Maz,2.897,6661,8261,6761,8207,11920,7165,17383,8951,4142,7255,5142,4665,6726,6888,6140,14044,6529,6181,12787,5488
18505,Kif22,2.276,3023,3271,2582,3492,6509,3820,8282,3678,2224,3896,2759,3450,3930,3631,3033,7935,3731,3364,6682,2946
18506,Zg16,0.682,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
18507,Gm22747,0.107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18508,AI467606,2.2,98,87,107,138,145,50,164,33,13,18,13,55,45,27,59,80,53,49,67,19
18509,Qprt,1.197,425,647,367,573,549,266,1111,471,142,168,104,79,141,235,148,528,268,230,720,364
18510,Spn,5.045,31,38,63,27,129,48,53,16,28,31,29,54,60,39,33,113,44,34,42,16
18511,Cd2bp2,3.828,2559,2958,3013,3208,5840,2748,7072,2956,1605,2670,2336,2736,3608,3027,2375,6050,3453,3128,5762,2150
18512,Tbc1d10b,3.614,1377,1492,1163,1735,2106,1428,3123,1646,1008,1595,904,916,1434,1494,1059,2735,1235,988,2153,1062
18513,Mylpf,0.808,3,3,4,6,14,12,29,4,4,6,2,6,7,10,2,23,6,9,29,5
18514,Septin1,4.748,299,220,564,279,286,69,376,109,23,44,53,73,65,53,74,129,168,117,182,43
18515,Gm4532,0.713,5,1,0,4,7,7,17,4,3,0,1,4,0,1,1,32,1,0,11,2
18516,Zfp553,3.391,1436,1085,1191,1621,2344,1512,3093,1728,900,1449,1010,1044,1432,1549,1162,2608,1498,1311,2954,1479
18517,Zfp771,2.97,264,367,187,306,375,307,698,574,118,284,135,46,77,108,197,434,86,105,588,333
18518,Dctpp1,0.634,2232,3682,2413,2750,4903,2481,6735,2392,1029,2039,1804,1505,2625,1802,1876,4184,2534,2487,4948,1875
18519,Sephs2,2.181,2873,3067,2454,4064,6225,3627,7078,4137,1602,2327,1599,1927,2257,1974,1779,4793,2770,2656,5476,2886
18520,Itgal,5.42,16,26,26,14,19,5,23,5,10,13,11,9,14,6,11,31,15,16,13,5
18521,Zfp768,2.247,235,160,120,300,708,538,906,442,523,721,436,335,506,589,539,1527,251,286,1203,481
18522,Zfp747,2.684,239,188,190,273,467,253,609,251,151,233,134,199,293,260,179,501,306,276,525,213
18523,Zfp764,9.214,260,186,135,217,457,229,499,192,142,285,158,233,263,261,116,639,256,198,462,176
18524,Zfp747l1,3.878,113,69,76,102,212,120,261,103,83,142,63,120,128,108,99,336,129,119,276,107
18525,Zfp764l1,3.406,71,62,45,83,199,107,258,133,74,99,74,68,102,87,81,271,99,95,272,100
18526,Gm33080,0.227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18527,Zfp688,3.782,140,161,119,231,359,237,496,236,168,315,143,143,235,242,175,723,147,150,551,215
18528,Zfp689,3.621,95,99,87,104,244,154,277,126,118,211,99,103,173,191,144,395,116,101,331,129
18529,B130055M24Rik,1.079,59,35,38,58,236,81,271,99,55,46,40,68,83,37,38,370,56,56,231,57
18530,Prr14,2.944,718,713,646,790,1345,721,1900,818,518,746,688,721,883,1040,790,1882,980,755,1887,743
18531,Fbrs,6.619,690,624,637,785,1574,864,1862,739,654,916,840,660,1052,1079,1177,2142,784,735,1965,727
18532,Mir7060,0.137,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,2,4,0,3,0
18533,1700008J07Rik,2.432,24,28,37,35,77,37,84,54,34,51,28,32,42,27,34,160,35,25,110,38
18534,Srcap,10.904,4850,3294,3825,5345,9488,5450,11647,5510,3539,4362,3836,4425,5033,4079,3497,10193,5383,4038,10000,4387
18535,Snora30,0.107,5,4,4,6,8,9,12,8,3,6,4,8,7,4,3,18,7,6,13,6
18536,Tmem265,1.222,137,179,159,199,411,188,400,197,147,231,172,232,272,156,154,543,230,197,424,170
18537,Phkg2,5.555,462,636,466,591,989,528,1509,586,307,497,394,416,551,505,428,1421,600,538,1398,480
18538,Cfap119,1.808,19,45,33,23,68,49,94,45,48,72,37,51,76,64,52,202,58,47,184,76
18539,Rnf40,4.142,2169,2124,2078,2648,4358,2626,5117,2465,1452,2164,1896,1802,2676,2440,2160,4756,2405,2295,4770,2003
18540,1700120K04Rik,0.543,8,9,3,6,12,12,16,5,7,10,10,15,13,16,6,24,9,8,23,6
18541,Zfp629,8.241,573,331,189,657,2008,1208,2473,1030,985,1150,768,960,1174,1156,894,3650,830,869,3163,1172
18542,Gm51458,1.107,1,0,1,2,6,1,7,1,1,0,0,0,0,2,0,9,0,0,15,2
18543,Gm53373,1.957,19,51,22,37,77,18,74,18,6,14,7,30,40,18,14,93,32,17,39,10
18544,Bcl7c,6.558,1287,1597,901,1518,2460,1535,3545,1995,1003,2020,1213,1410,1860,1868,1532,3502,1831,1710,3235,1389
18545,Gm39090,3.409,131,170,134,163,535,121,469,189,40,60,142,148,160,79,124,240,106,131,262,84
18546,Mir762,0.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18547,Ctf1,1.808,74,83,89,97,200,81,272,114,44,58,53,74,88,55,57,199,118,86,249,88
18548,Ctf2,0.931,8,1,7,3,14,2,22,5,1,1,2,3,8,0,4,20,12,7,17,0
18549,Fbxl19,6.197,3567,3896,3038,4874,7544,4619,9954,4866,2676,3926,3295,2353,3738,3453,4042,9463,3350,3119,8506,3731
18550,Gm53374,3.059,53,48,74,103,157,77,196,85,32,46,59,70,82,36,49,174,102,75,187,70
18551,Orai3,1.996,382,399,358,645,892,596,1098,663,291,352,337,356,452,399,399,790,424,444,896,481
18552,Setd1a,5.934,4047,3585,3541,4392,7240,3789,10138,4272,2037,3324,3144,2880,3946,4565,3225,6140,5153,4111,8228,3108
18553,Hsd3b7,2.235,110,111,91,156,256,93,346,111,53,61,82,52,74,84,91,325,89,75,284,81
18554,Stx1b,5.043,210,163,119,205,613,271,912,304,221,336,251,351,402,470,357,1222,393,280,923,247
18555,Stx4a,4.782,611,725,702,828,1532,715,1981,868,396,658,438,502,686,652,590,1764,782,794,1629,592
18556,Zfp668,9.577,649,538,463,818,1308,820,1663,858,403,652,606,412,696,687,670,1267,581,596,1425,703
18557,Zfp646,6.614,2074,1505,1483,2489,4272,2664,5245,2470,1501,2017,1715,2116,2689,2394,1858,4486,2725,2317,4772,2244
18558,Prss53,3.002,9,14,9,14,35,11,35,16,11,16,30,14,28,14,14,90,30,24,40,11
18559,Vkorc1,0.792,331,418,418,406,720,403,983,405,256,347,309,232,295,203,298,972,272,218,763,310
18560,Bckdk,2.857,1498,1891,1563,1844,3486,2000,4196,2029,1096,1957,1333,1464,1772,1756,1571,4091,1978,1727,3618,1579
18561,Kat8,1.785,710,797,654,796,1799,792,2343,834,416,791,548,722,674,723,608,2008,886,762,2032,714
18562,Prss8,1.841,574,445,272,668,939,519,1788,683,158,255,225,254,326,335,243,638,612,513,1308,478
18563,Prss36,3.995,98,91,136,108,264,110,319,107,82,98,85,102,142,124,84,441,130,106,325,111
18564,Gm53375,2.121,3,3,7,1,16,2,5,3,8,1,5,4,8,2,2,24,4,1,6,0
18565,Fus,3.22,14923,15190,16921,17989,28244,18406,34979,18156,10186,14098,14198,17002,21405,15480,14183,31602,18510,18437,30494,13614
18566,Pycard,2.135,371,566,600,481,482,186,757,302,22,49,58,63,95,56,80,130,296,245,278,113
18567,Trim72,3.03,1,2,6,2,2,2,2,1,1,0,2,1,1,0,1,7,1,1,3,2
18568,Gm22809,0.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18569,Itgam,4.682,11,21,78,36,14,4,13,3,1,0,1,2,1,2,0,3,5,4,3,3
18570,Gm45700,0.83,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18571,Itgax,4.47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18572,Itgad,4.193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18573,Gm39091,2.237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18574,4931431B13Rik,0.473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18575,Cox6a2,0.659,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18576,9130023H24Rik,3.581,51,33,32,52,161,82,149,82,67,85,67,76,81,64,50,232,64,56,174,101
18577,Armc5,4.405,354,423,306,388,646,436,808,386,212,399,412,234,370,518,472,690,309,251,794,347
18578,Tgfb1i1,1.977,50,32,23,71,288,297,201,115,503,676,509,421,643,393,724,1610,79,67,555,231
18579,Slc5a2,2.27,1,0,1,1,1,1,0,0,0,0,3,0,0,1,0,3,0,0,4,2
18580,Rusf1,2.727,210,289,163,300,524,324,647,322,214,284,228,233,320,286,321,759,217,232,625,294
18581,Mir3103,0.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18582,Ahsp,0.492,1,0,0,0,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,1
18583,Gm32707,6.268,0,0,0,0,0,0,1,1,1,0,0,2,2,3,0,3,0,1,0,0
18584,Gm39092,1.29,0,1,1,0,1,0,0,0,0,2,0,0,0,2,1,2,0,0,0,0
18585,Rgs10,2.035,139,178,93,157,525,297,413,170,143,237,156,171,188,132,161,579,140,99,234,103
18586,Gm32765,0.901,1,0,0,2,9,2,5,2,0,0,0,0,0,0,0,1,0,0,1,1
